"REF_DATE","GEO","DGUID","Dwelling tenure","Selected housing indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Single-detached house","Number of households","Number","223","units","0","v1110606956","73.3.2.1","33100","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Single-detached house","Percentage of households","Percent","239","units","0","v1110606959","73.3.2.4","49.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Semi-detached house","Number of households","Number","223","units","0","v1110606962","73.3.3.1","4700","D","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Semi-detached house","Percentage of households","Percent","239","units","0","v1110606965","73.3.3.4","6.9","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Row house","Number of households","Number","223","units","0","v1110606968","73.3.4.1","8200","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Row house","Percentage of households","Percent","239","units","0","v1110606971","73.3.4.4","12.1","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110606974","73.3.5.1","800","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110606977","73.3.5.4","1.2","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110606980","73.3.6.1","4300","D","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110606983","73.3.6.4","6.4","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110606986","73.3.7.1","11600","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110606989","73.3.7.4","17.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Other single-attached house","Number of households","Number","223","units","0","v1110606992","73.3.8.1","","0s","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Other single-attached house","Percentage of households","Percent","239","units","0","v1110606995","73.3.8.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moveable dwelling","Number of households","Number","223","units","0","v1110606998","73.3.9.1","","0s","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moveable dwelling","Percentage of households","Percent","239","units","0","v1110607001","73.3.9.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Total, condominium status","Number of households","Number","223","units","0","v1110623834","73.3.10.1","67800","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Total, condominium status","Percentage of households","Percent","239","units","0","v1110623837","73.3.10.4","100.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Condominium","Number of households","Number","223","units","0","v1110623840","73.3.11.1","22200","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Condominium","Percentage of households","Percent","239","units","0","v1110623843","73.3.11.4","33.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Not condominium","Number of households","Number","223","units","0","v1110623846","73.3.12.1","45600","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Not condominium","Percentage of households","Percent","239","units","0","v1110623849","73.3.12.4","67.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Total, satisfaction with dwelling","Number of households","Number","223","units","0","v1110699662","73.3.13.1","67900","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Total, satisfaction with dwelling","Percentage of households","Percent","239","units","0","v1110699665","73.3.13.4","100.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very satisfied with dwelling","Number of households","Number","223","units","0","v1110699668","73.3.14.1","16900","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699671","73.3.14.4","25.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Satisfied with dwelling","Number of households","Number","223","units","0","v1110699674","73.3.15.1","34400","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699677","73.3.15.4","51.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699680","73.3.16.1","10600","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699683","73.3.16.4","15.6","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699686","73.3.17.1","6000","D","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699689","73.3.17.4","8.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699692","73.3.18.1","","0s","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699695","73.3.18.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Total, satisfaction with neighbourhood","Number of households","Number","223","units","0","v1110680582","73.3.19.1","67800","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Total, satisfaction with neighbourhood","Percentage of households","Percent","239","units","0","v1110680585","73.3.19.4","100.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680588","73.3.20.1","23500","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680591","73.3.20.4","35.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680594","73.3.21.1","33500","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680597","73.3.21.4","49.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680600","73.3.22.1","8000","D","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680603","73.3.22.4","11.9","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680606","73.3.23.1","1400","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680609","73.3.23.4","2.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680612","73.3.24.1","1400","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Very dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680615","73.3.24.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Number of households","Number","223","units","0","v1110708962","73.3.25.1","1200","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Percentage of households","Percent","239","units","0","v1110708965","73.3.25.4","1.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved due to a natural disaster or fire","Number of households","Number","223","units","0","v1110637310","73.3.26.1","200","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved due to a natural disaster or fire","Percentage of households","Percent","239","units","0","v1110637313","73.3.26.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for a new job or job transfer","Number of households","Number","223","units","0","v1110637304","73.3.27.1","6600","D","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for a new job or job transfer","Percentage of households","Percent","239","units","0","v1110637307","73.3.27.4","9.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for a new school","Number of households","Number","223","units","0","v1110637298","73.3.28.1","2100","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for a new school","Percentage of households","Percent","239","units","0","v1110637301","73.3.28.4","3.1","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to form own household","Number of households","Number","223","units","0","v1110637292","73.3.29.1","16400","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to form own household","Percentage of households","Percent","239","units","0","v1110637295","73.3.29.4","24.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to be closer to family","Number of households","Number","223","units","0","v1110637286","73.3.30.1","4400","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to be closer to family","Percentage of households","Percent","239","units","0","v1110637289","73.3.30.4","6.5","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved because of a change in household or family size","Number of households","Number","223","units","0","v1110653210","73.3.31.1","10200","D","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved because of a change in household or family size","Percentage of households","Percent","239","units","0","v1110653213","73.3.31.4","15.1","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to reduce commuting time","Number of households","Number","223","units","0","v1110653204","73.3.32.1","6400","D","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to reduce commuting time","Percentage of households","Percent","239","units","0","v1110653207","73.3.32.4","9.4","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to upgrade to a larger dwelling or better quality dwelling","Number of households","Number","223","units","0","v1110653198","73.3.33.1","22200","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to upgrade to a larger dwelling or better quality dwelling","Percentage of households","Percent","239","units","0","v1110653201","73.3.33.4","33.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to reduce housing costs","Number of households","Number","223","units","0","v1110653192","73.3.34.1","3900","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to reduce housing costs","Percentage of households","Percent","239","units","0","v1110653195","73.3.34.4","5.9","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to be in a more desirable neighbourhood","Number of households","Number","223","units","0","v1110653186","73.3.35.1","17000","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to be in a more desirable neighbourhood","Percentage of households","Percent","239","units","0","v1110653189","73.3.35.4","25.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for personal health reasons","Number of households","Number","223","units","0","v1110665186","73.3.36.1","600","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for personal health reasons","Percentage of households","Percent","239","units","0","v1110665189","73.3.36.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to become a homeowner","Number of households","Number","223","units","0","v1110665180","73.3.37.1","53300","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved to become a homeowner","Percentage of households","Percent","239","units","0","v1110665183","73.3.37.4","78.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for another reason","Number of households","Number","223","units","0","v1110665174","73.3.38.1","300","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Owner who is a first-time homebuyer","Moved for another reason","Percentage of households","Percent","239","units","0","v1110665177","73.3.38.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, structural type of dwelling","Number of households","Number","223","units","0","v1110607058","73.5.1.1","142100","A","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, structural type of dwelling","Percentage of households","Percent","239","units","0","v1110607061","73.5.1.4","100.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Single-detached house","Number of households","Number","223","units","0","v1110607064","73.5.2.1","23800","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Single-detached house","Percentage of households","Percent","239","units","0","v1110607067","73.5.2.4","16.7","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Semi-detached house","Number of households","Number","223","units","0","v1110607070","73.5.3.1","9500","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Semi-detached house","Percentage of households","Percent","239","units","0","v1110607073","73.5.3.4","6.7","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Row house","Number of households","Number","223","units","0","v1110607076","73.5.4.1","21700","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Row house","Percentage of households","Percent","239","units","0","v1110607079","73.5.4.4","15.2","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110607082","73.5.5.1","8200","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110607085","73.5.5.4","5.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110607088","73.5.6.1","27300","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110607091","73.5.6.4","19.2","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110607094","73.5.7.1","49000","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110607097","73.5.7.4","34.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Other single-attached house","Number of households","Number","223","units","0","v1110607100","73.5.8.1","","0s","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Other single-attached house","Percentage of households","Percent","239","units","0","v1110607103","73.5.8.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moveable dwelling","Number of households","Number","223","units","0","v1110607106","73.5.9.1","400","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moveable dwelling","Percentage of households","Percent","239","units","0","v1110607109","73.5.9.4","","x","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, condominium status","Number of households","Number","223","units","0","v1110623870","73.5.10.1","142000","A","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, condominium status","Percentage of households","Percent","239","units","0","v1110623873","73.5.10.4","100.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Condominium","Number of households","Number","223","units","0","v1110623876","73.5.11.1","41200","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Condominium","Percentage of households","Percent","239","units","0","v1110623879","73.5.11.4","29.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Not condominium","Number of households","Number","223","units","0","v1110623882","73.5.12.1","100700","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Not condominium","Percentage of households","Percent","239","units","0","v1110623885","73.5.12.4","71.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, satisfaction with dwelling","Number of households","Number","223","units","0","v1110699734","73.5.13.1","142000","A","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, satisfaction with dwelling","Percentage of households","Percent","239","units","0","v1110699737","73.5.13.4","100.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Very satisfied with dwelling","Number of households","Number","223","units","0","v1110699740","73.5.14.1","32900","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Very satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699743","73.5.14.4","23.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Satisfied with dwelling","Number of households","Number","223","units","0","v1110699746","73.5.15.1","71700","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699749","73.5.15.4","50.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Neither satisfied nor dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699752","73.5.16.1","25700","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Neither satisfied nor dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699755","73.5.16.4","18.2","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699758","73.5.17.1","10600","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699761","73.5.17.4","7.5","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Very dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699764","73.5.18.1","1100","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Very dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699767","73.5.18.4","0.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, satisfaction with neighbourhood","Number of households","Number","223","units","0","v1110680654","73.5.19.1","142100","A","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Total, satisfaction with neighbourhood","Percentage of households","Percent","239","units","0","v1110680657","73.5.19.4","100.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Very satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680660","73.5.20.1","50200","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Very satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680663","73.5.20.4","35.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680666","73.5.21.1","62300","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680669","73.5.21.4","44.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Neither satisfied nor dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680672","73.5.22.1","20100","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Neither satisfied nor dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680675","73.5.22.4","14.1","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680678","73.5.23.1","8300","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680681","73.5.23.4","5.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Very dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680684","73.5.24.1","1200","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Very dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680687","73.5.24.4","0.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Number of households","Number","223","units","0","v1110708974","73.5.25.1","15800","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Percentage of households","Percent","239","units","0","v1110708977","73.5.25.4","11.1","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved due to a natural disaster or fire","Number of households","Number","223","units","0","v1110637370","73.5.26.1","400","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved due to a natural disaster or fire","Percentage of households","Percent","239","units","0","v1110637373","73.5.26.4","0.3","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for a new job or job transfer","Number of households","Number","223","units","0","v1110637364","73.5.27.1","18500","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for a new job or job transfer","Percentage of households","Percent","239","units","0","v1110637367","73.5.27.4","13.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for a new school","Number of households","Number","223","units","0","v1110637358","73.5.28.1","7900","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for a new school","Percentage of households","Percent","239","units","0","v1110637361","73.5.28.4","5.6","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to form own household","Number of households","Number","223","units","0","v1110637352","73.5.29.1","16400","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to form own household","Percentage of households","Percent","239","units","0","v1110637355","73.5.29.4","11.6","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to be closer to family","Number of households","Number","223","units","0","v1110637346","73.5.30.1","10200","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to be closer to family","Percentage of households","Percent","239","units","0","v1110637349","73.5.30.4","7.2","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved because of a change in household or family size","Number of households","Number","223","units","0","v1110653270","73.5.31.1","23400","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved because of a change in household or family size","Percentage of households","Percent","239","units","0","v1110653273","73.5.31.4","16.5","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to reduce commuting time","Number of households","Number","223","units","0","v1110653264","73.5.32.1","19400","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to reduce commuting time","Percentage of households","Percent","239","units","0","v1110653267","73.5.32.4","13.6","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to upgrade to a larger dwelling or better quality dwelling","Number of households","Number","223","units","0","v1110653258","73.5.33.1","38300","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to upgrade to a larger dwelling or better quality dwelling","Percentage of households","Percent","239","units","0","v1110653261","73.5.33.4","27.0","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to reduce housing costs","Number of households","Number","223","units","0","v1110653252","73.5.34.1","22500","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to reduce housing costs","Percentage of households","Percent","239","units","0","v1110653255","73.5.34.4","15.8","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to be in a more desirable neighbourhood","Number of households","Number","223","units","0","v1110653246","73.5.35.1","24700","B","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to be in a more desirable neighbourhood","Percentage of households","Percent","239","units","0","v1110653249","73.5.35.4","17.4","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for personal health reasons","Number of households","Number","223","units","0","v1110665222","73.5.36.1","5900","C","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for personal health reasons","Percentage of households","Percent","239","units","0","v1110665225","73.5.36.4","4.2","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to become a homeowner","Number of households","Number","223","units","0","v1110665216","73.5.37.1","3200","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved to become a homeowner","Percentage of households","Percent","239","units","0","v1110665219","73.5.37.4","2.2","","","","1"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for another reason","Number of households","Number","223","units","0","v1110665210","73.5.38.1","3200","E","","","0"
"2018","Calgary, Alberta","2016S0503825","Renter","Moved for another reason","Percentage of households","Percent","239","units","0","v1110665213","73.5.38.4","2.3","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Total, structural type of dwelling","Number of households","Number","223","units","0","v1110607220","74.3.1.1","67800","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Total, structural type of dwelling","Percentage of households","Percent","239","units","0","v1110607223","74.3.1.4","100.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Single-detached house","Number of households","Number","223","units","0","v1110607226","74.3.2.1","32800","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Single-detached house","Percentage of households","Percent","239","units","0","v1110607229","74.3.2.4","48.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Semi-detached house","Number of households","Number","223","units","0","v1110607232","74.3.3.1","9400","D","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Semi-detached house","Percentage of households","Percent","239","units","0","v1110607235","74.3.3.4","13.8","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Row house","Number of households","Number","223","units","0","v1110607238","74.3.4.1","7300","D","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Row house","Percentage of households","Percent","239","units","0","v1110607241","74.3.4.4","10.8","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110607244","74.3.5.1","","0s","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110607247","74.3.5.4","","x","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110607250","74.3.6.1","2900","E","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110607253","74.3.6.4","4.3","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110607256","74.3.7.1","8500","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110607259","74.3.7.4","12.7","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Other single-attached house","Number of households","Number","223","units","0","v1110607262","74.3.8.1","","0s","","","0"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Other single-attached house","Percentage of households","Percent","239","units","0","v1110607265","74.3.8.4","","x","","","1"
"2018","Edmonton, Alberta","2016S0503835","Owner who is a first-time homebuyer","Moveable dwelling","Number of households","Number","223","units","0","v1110607268","74.3.9.1","900","E","","","0"
